Date,Open,High,Low,Close,Adj Close,Volume
1983-10-27,10.640625,10.734375,10.640625,10.703125,1.021242,610400
1983-10-28,10.734375,10.781250,10.687500,10.718750,1.022732,613600
1983-10-31,10.671875,10.765625,10.546875,10.625000,1.013788,1107200
1983-11-01,10.593750,10.703125,10.468750,10.703125,1.021242,1036000
1983-11-02,10.671875,10.687500,10.593750,10.593750,1.010806,1320000
1983-11-03,10.609375,10.656250,10.453125,10.453125,0.997388,1364800
1983-11-04,10.453125,10.546875,10.453125,10.531250,1.004843,588000
1983-11-07,10.500000,10.515625,10.453125,10.484375,1.000370,1055200
1983-11-08,10.484375,10.515625,10.453125,10.484375,1.000370,706400
1983-11-09,10.484375,10.656250,10.468750,10.640625,1.015279,733600
1983-11-10,10.703125,10.875000,10.656250,10.781250,1.028696,1849600
1983-11-11,10.875000,10.890625,10.781250,10.828125,1.033170,558400
1983-11-14,10.703125,10.796875,10.671875,10.781250,1.038588,532000
1983-11-15,10.750000,10.750000,10.625000,10.640625,1.025041,914400
1983-11-16,10.656250,10.703125,10.593750,10.671875,1.028052,910400
1983-11-17,10.656250,10.703125,10.625000,10.703125,1.031062,561600
1983-11-18,10.687500,10.718750,10.625000,10.718750,1.032567,285600
1983-11-21,10.718750,11.078125,10.703125,11.078125,1.067187,1299200
1983-11-22,11.062500,11.062500,10.906250,10.968750,1.056651,2420800
1983-11-23,10.937500,10.984375,10.765625,10.828125,1.043104,1623200
1983-11-25,10.796875,10.859375,10.781250,10.859375,1.046114,730400
1983-11-28,10.875000,10.875000,10.781250,10.843750,1.044609,1696800
1983-11-29,10.875000,10.875000,10.750000,10.812500,1.041599,1101600
1983-11-30,10.718750,10.828125,10.703125,10.703125,1.031062,2116000
1983-12-01,10.703125,10.703125,10.531250,10.578125,1.019021,2420000
1983-12-02,10.546875,10.578125,10.468750,10.546875,1.016010,2311200
1983-12-05,10.515625,10.578125,10.468750,10.578125,1.019021,633600
1983-12-06,10.578125,10.593750,10.500000,10.593750,1.020526,2320000
1983-12-07,10.562500,10.718750,10.546875,10.703125,1.031062,1447200
1983-12-08,10.593750,10.687500,10.578125,10.593750,1.020526,645600
1983-12-09,10.578125,10.625000,10.515625,10.531250,1.014505,710400
1983-12-12,10.562500,10.718750,10.531250,10.718750,1.032567,1008800
1983-12-13,10.687500,10.750000,10.671875,10.750000,1.035577,1004000
1983-12-14,10.687500,10.718750,10.609375,10.625000,1.023536,1201600
1983-12-15,10.625000,10.687500,10.593750,10.625000,1.023536,1416000
1983-12-16,10.593750,10.671875,10.546875,10.593750,1.020526,1181600
1983-12-19,10.578125,10.640625,10.546875,10.546875,1.016010,941600
1983-12-20,10.546875,10.546875,10.500000,10.500000,1.011495,739200
1983-12-21,10.531250,10.625000,10.531250,10.625000,1.023536,592000
1983-12-22,10.625000,10.625000,10.375000,10.390625,1.000959,1612000
1983-12-23,10.375000,10.375000,10.281250,10.343750,0.996442,796800
1983-12-27,10.359375,10.515625,10.343750,10.500000,1.011495,656000
1983-12-28,10.500000,10.500000,10.343750,10.421875,1.003969,500000
1983-12-29,10.437500,10.453125,10.281250,10.312500,0.993433,1581600
1983-12-30,10.343750,10.359375,10.296875,10.312500,0.993433,244000
1984-01-03,10.281250,10.359375,10.281250,10.312500,0.993433,654400
1984-01-04,10.296875,10.531250,10.281250,10.515625,1.013000,1822400
1984-01-05,10.562500,10.640625,10.531250,10.609375,1.022032,2244800
1984-01-06,10.609375,10.609375,10.500000,10.578125,1.019021,964800
1984-01-09,10.531250,10.578125,10.406250,10.484375,1.009990,743200
1984-01-10,10.468750,10.484375,10.406250,10.437500,1.005473,937600
1984-01-11,10.421875,10.437500,10.265625,10.343750,0.996442,2376800
1984-01-12,10.328125,10.375000,10.312500,10.312500,0.993433,1723200
1984-01-13,10.375000,10.375000,10.296875,10.312500,0.993433,595200
1984-01-16,10.312500,10.343750,10.125000,10.156250,0.978381,1756000
1984-01-17,10.140625,10.187500,10.093750,10.140625,0.976875,1824800
1984-01-18,10.140625,10.140625,10.000000,10.031250,0.966339,1140000
1984-01-19,10.031250,10.062500,9.953125,9.953125,0.958812,1112000
1984-01-20,9.953125,9.984375,9.906250,9.937500,0.957307,2236000
1984-01-23,9.875000,9.921875,9.765625,9.812500,0.945266,2504800
1984-01-24,9.906250,9.968750,9.812500,9.843750,0.948276,5277600
1984-01-25,9.859375,9.875000,9.687500,9.703125,0.934730,2188000
1984-01-26,9.718750,9.781250,9.671875,9.687500,0.933224,2668800
1984-01-27,9.718750,9.734375,9.468750,9.531250,0.918173,3044000
1984-01-30,9.562500,9.562500,9.296875,9.515625,0.916667,2452800
1984-01-31,9.531250,9.718750,9.421875,9.687500,0.933224,1329600
1984-02-01,9.718750,9.734375,9.546875,9.625000,0.927204,1396000
1984-02-02,9.687500,9.843750,9.656250,9.781250,0.942256,1944800
1984-02-03,9.781250,9.937500,9.687500,9.781250,0.942256,1672800
1984-02-06,9.687500,9.781250,9.593750,9.640625,0.928708,1130400
1984-02-07,9.750000,9.968750,9.562500,9.890625,0.952792,2072800
1984-02-08,9.968750,9.968750,9.625000,9.656250,0.930213,1573600
1984-02-09,9.687500,9.781250,9.531250,9.625000,0.927204,2946400
1984-02-10,9.640625,9.687500,9.578125,9.625000,0.927204,2760000
1984-02-13,9.593750,9.593750,9.500000,9.531250,0.918173,1844800
1984-02-14,9.546875,9.656250,9.484375,9.546875,0.919677,1462400
1984-02-15,9.609375,9.687500,9.578125,9.593750,0.924193,1451200
1984-02-16,9.562500,9.625000,9.531250,9.578125,0.922688,1636000
1984-02-17,9.453125,9.531250,9.359375,9.390625,0.914772,1367200
1984-02-21,9.375000,9.390625,9.250000,9.250000,0.901074,1588000
1984-02-22,9.250000,9.281250,9.140625,9.140625,0.890420,1256800
1984-02-23,9.156250,9.234375,9.140625,9.218750,0.898030,1709600
1984-02-24,9.250000,9.687500,9.234375,9.593750,0.934560,1991200
1984-02-27,9.562500,9.593750,9.375000,9.484375,0.923906,1491200
1984-02-28,9.421875,9.546875,9.343750,9.375000,0.913251,1280000
1984-02-29,9.390625,9.515625,9.281250,9.421875,0.917817,1348000
1984-03-01,9.406250,9.546875,9.375000,9.500000,0.925427,1558400
1984-03-02,9.578125,9.687500,9.562500,9.656250,0.940648,1865600
1984-03-05,9.625000,9.656250,9.562500,9.593750,0.934560,859200
1984-03-06,9.562500,9.625000,9.546875,9.562500,0.931516,623200
1984-03-07,9.484375,9.484375,9.390625,9.437500,0.919339,718400
1984-03-08,9.390625,9.468750,9.343750,9.375000,0.913251,1580000
1984-03-09,9.343750,9.343750,9.234375,9.343750,0.910207,901600
1984-03-12,9.359375,9.437500,9.312500,9.390625,0.914772,981600
1984-03-13,9.500000,9.546875,9.468750,9.531250,0.928472,1800800
1984-03-14,9.531250,9.546875,9.437500,9.468750,0.922384,1798400
1984-03-15,9.437500,9.484375,9.375000,9.375000,0.913251,761600
1984-03-16,9.750000,9.750000,9.593750,9.703125,0.945215,3072800
1984-03-19,9.500000,9.546875,9.484375,9.531250,0.928472,682400
1984-03-20,9.500000,9.578125,9.453125,9.500000,0.925427,1119200
1984-03-21,9.437500,9.484375,9.406250,9.421875,0.917817,732800
1984-03-22,9.406250,9.406250,9.265625,9.281250,0.904119,821600
1984-03-23,9.281250,9.281250,9.187500,9.234375,0.899552,1475200
1984-03-26,9.234375,9.234375,9.015625,9.140625,0.890420,899200
1984-03-27,9.125000,9.281250,9.109375,9.265625,0.902596,547200
1984-03-28,9.296875,9.312500,9.218750,9.312500,0.907162,848800
1984-03-29,9.312500,9.312500,9.140625,9.218750,0.898030,615200
1984-03-30,9.156250,9.187500,9.046875,9.093750,0.885853,649600
1984-04-02,9.125000,9.125000,8.781250,8.843750,0.861500,1591200
1984-04-03,8.843750,8.890625,8.812500,8.890625,0.866066,1845600
1984-04-04,8.875000,8.937500,8.828125,8.890625,0.866066,2060800
1984-04-05,8.890625,8.937500,8.734375,8.734375,0.850845,1212800
1984-04-06,8.750000,8.796875,8.656250,8.734375,0.850845,2356800
1984-04-09,8.812500,9.015625,8.781250,9.015625,0.878243,1436800
1984-04-10,8.984375,9.062500,8.968750,9.015625,0.878243,860800
1984-04-11,8.984375,8.984375,8.875000,8.890625,0.866066,1105600
1984-04-12,8.906250,9.109375,8.828125,9.062500,0.882810,1949600
1984-04-13,9.031250,9.093750,8.953125,8.953125,0.872154,1504000
1984-04-16,8.937500,9.109375,8.906250,9.109375,0.887375,640000
1984-04-17,9.062500,9.156250,9.015625,9.093750,0.885853,607200
1984-04-18,9.093750,9.093750,8.937500,9.000000,0.876720,1062400
1984-04-19,9.015625,9.109375,8.953125,9.078125,0.884331,1293600
1984-04-23,9.093750,9.187500,9.093750,9.093750,0.885853,1199200
1984-04-24,9.171875,9.468750,9.140625,9.343750,0.910207,2152000
1984-04-25,9.312500,9.375000,9.296875,9.328125,0.908685,917600
1984-04-26,9.359375,9.375000,9.281250,9.312500,0.907162,1008800
1984-04-27,9.312500,9.328125,9.281250,9.296875,0.905641,1156000
1984-04-30,9.296875,9.453125,9.296875,9.453125,0.920861,1124800
1984-05-01,9.453125,9.687500,9.453125,9.640625,0.939126,2880000
1984-05-02,9.656250,9.656250,9.593750,9.625000,0.937604,1233600
1984-05-03,9.625000,9.625000,9.562500,9.609375,0.936082,910400
1984-05-04,9.562500,9.593750,9.406250,9.437500,0.919339,1056800
1984-05-07,9.453125,9.531250,9.375000,9.515625,0.926950,907200
1984-05-08,9.515625,9.859375,9.500000,9.750000,0.949781,1609600
1984-05-09,9.765625,9.781250,9.500000,9.593750,0.934560,1325600
1984-05-10,9.578125,9.687500,9.562500,9.562500,0.931516,2383200
1984-05-11,9.531250,9.562500,9.437500,9.468750,0.922384,761600
1984-05-14,9.468750,9.500000,9.406250,9.468750,0.922384,630400
1984-05-15,9.500000,9.515625,9.437500,9.453125,0.920861,1054400
1984-05-16,9.515625,9.515625,9.453125,9.453125,0.920861,719200
1984-05-17,9.437500,9.453125,9.328125,9.375000,0.913251,1435200
1984-05-18,9.375000,9.406250,9.250000,9.312500,0.907162,860800
1984-05-21,9.218750,9.234375,9.125000,9.125000,0.899157,1083200
1984-05-22,9.125000,9.171875,9.062500,9.171875,0.903775,986400
1984-05-23,9.187500,9.296875,9.156250,9.250000,0.911474,1264800
1984-05-24,9.265625,9.296875,9.203125,9.250000,0.911474,1154400
1984-05-25,9.250000,9.281250,9.125000,9.156250,0.902236,1350400
1984-05-29,9.234375,9.250000,9.125000,9.140625,0.900696,804800
1984-05-30,9.125000,9.343750,9.000000,9.171875,0.903775,1752800
1984-05-31,9.218750,9.375000,9.187500,9.359375,0.922251,2266400
1984-06-01,9.375000,9.437500,9.375000,9.437500,0.929949,1777600
1984-06-04,9.531250,9.562500,9.453125,9.500000,0.936107,1352000
1984-06-05,9.484375,9.500000,9.406250,9.468750,0.933029,780000
1984-06-06,9.484375,9.562500,9.453125,9.562500,0.942267,1686400
1984-06-07,9.593750,9.609375,9.531250,9.562500,0.942267,487200
1984-06-08,9.593750,9.609375,9.531250,9.562500,0.942267,804000
1984-06-11,9.593750,9.593750,9.390625,9.437500,0.929949,480800
1984-06-12,9.343750,9.468750,9.343750,9.437500,0.929949,756800
1984-06-13,9.468750,9.484375,9.359375,9.375000,0.923791,948000
1984-06-14,9.375000,9.390625,9.296875,9.343750,0.920711,741600
1984-06-15,9.375000,9.437500,9.328125,9.328125,0.919172,903200
1984-06-18,9.328125,9.562500,9.328125,9.562500,0.942267,1140800
1984-06-19,9.625000,9.687500,9.562500,9.640625,0.949965,1271200
1984-06-20,9.609375,9.796875,9.531250,9.796875,0.965362,2456800
1984-06-21,9.718750,10.031250,9.703125,9.890625,0.974599,3321600
1984-06-22,9.875000,9.968750,9.828125,9.906250,0.976139,1068000
1984-06-25,9.937500,9.937500,9.859375,9.890625,0.974599,627200
1984-06-26,9.843750,9.843750,9.625000,9.671875,0.953044,1288800
1984-06-27,9.656250,9.671875,9.500000,9.531250,0.939187,1929600
1984-06-28,9.531250,9.625000,9.531250,9.578125,0.943806,1432800
1984-06-29,9.593750,9.734375,9.593750,9.640625,0.949965,1920000
1984-07-02,9.640625,9.671875,9.468750,9.531250,0.939187,469600
1984-07-03,9.468750,9.468750,9.390625,9.421875,0.928410,840000
1984-07-05,9.437500,9.468750,9.390625,9.421875,0.928410,632000
1984-07-06,9.343750,9.421875,9.328125,9.421875,0.928410,772800
1984-07-09,9.437500,9.609375,9.343750,9.562500,0.942267,1712000
1984-07-10,9.578125,9.625000,9.515625,9.593750,0.945346,1020000
1984-07-11,9.593750,9.671875,9.531250,9.562500,0.942267,1308800
1984-07-12,9.531250,9.546875,9.390625,9.468750,0.933029,1931200
1984-07-13,9.468750,9.546875,9.359375,9.375000,0.923791,1028800
1984-07-16,9.437500,9.578125,9.390625,9.578125,0.943806,971200
1984-07-17,9.531250,9.656250,9.515625,9.546875,0.940727,940800
1984-07-18,9.562500,9.578125,9.375000,9.421875,0.928410,1152800
1984-07-19,9.437500,9.468750,9.375000,9.406250,0.926870,1294400
1984-07-20,9.406250,9.484375,9.343750,9.390625,0.925330,1961600
1984-07-23,9.312500,9.343750,9.218750,9.312500,0.917632,1974400
1984-07-24,9.359375,9.359375,9.265625,9.281250,0.914553,996000
1984-07-25,9.312500,9.562500,9.296875,9.453125,0.931489,1284800
1984-07-26,9.468750,9.718750,9.375000,9.671875,0.953044,2390400
1984-07-27,9.640625,9.703125,9.546875,9.546875,0.940727,1300800
1984-07-30,9.531250,9.546875,9.406250,9.437500,0.929949,1196000
1984-07-31,9.453125,9.500000,9.421875,9.437500,0.929949,1280000
1984-08-01,9.531250,9.671875,9.484375,9.593750,0.945346,2936000
1984-08-02,9.625000,9.859375,9.593750,9.859375,0.971520,3096800
1984-08-03,10.000000,10.265625,9.968750,10.171875,1.002313,6530400
1984-08-06,10.312500,10.437500,10.156250,10.218750,1.006932,4123200
1984-08-07,10.031250,10.484375,10.000000,10.437500,1.028487,4146400
1984-08-08,10.406250,10.437500,10.187500,10.203125,1.005392,2022400
1984-08-09,10.312500,10.593750,10.281250,10.468750,1.031567,1863200
1984-08-10,10.609375,10.687500,10.375000,10.421875,1.026947,4153600
1984-08-13,10.375000,10.437500,10.296875,10.375000,1.022329,1045600
1984-08-14,10.437500,10.437500,10.156250,10.218750,1.006932,2272800
1984-08-15,10.187500,10.296875,10.156250,10.171875,1.002313,1552800
1984-08-16,10.187500,10.437500,10.187500,10.375000,1.022329,4357600
1984-08-17,10.421875,10.453125,10.343750,10.390625,1.023868,2640800
1984-08-20,10.281250,10.328125,10.234375,10.328125,1.028223,1248000
1984-08-21,10.328125,10.562500,10.296875,10.468750,1.042224,4577600
1984-08-22,10.437500,10.546875,10.265625,10.281250,1.023557,2988800
1984-08-23,10.312500,10.406250,10.281250,10.359375,1.031335,908000
1984-08-24,10.390625,10.468750,10.343750,10.437500,1.039112,1129600
1984-08-27,10.406250,10.421875,10.312500,10.359375,1.031335,644800
1984-08-28,10.375000,10.390625,10.328125,10.390625,1.034446,700800
1984-08-29,10.421875,10.437500,10.281250,10.296875,1.025113,979200
1984-08-30,10.265625,10.343750,10.265625,10.265625,1.022002,548000
1984-08-31,10.296875,10.343750,10.250000,10.312500,1.026668,671200
1984-09-04,10.312500,10.312500,10.171875,10.203125,1.015779,686400
1984-09-05,10.140625,10.250000,10.125000,10.187500,1.014224,1828000
1984-09-06,10.203125,10.296875,10.171875,10.218750,1.017335,1531200
1984-09-07,10.125000,10.171875,9.890625,9.906250,0.986223,3361600
1984-09-10,9.859375,9.937500,9.828125,9.843750,0.980001,1093600
1984-09-11,9.921875,9.968750,9.812500,9.812500,0.976890,2400000
1984-09-12,9.781250,9.828125,9.734375,9.796875,0.975335,1656800
1984-09-13,9.812500,10.000000,9.718750,9.984375,0.994002,2223200
1984-09-14,10.062500,10.109375,10.000000,10.078125,1.003334,2990400
1984-09-17,9.968750,10.062500,9.953125,9.968750,0.992446,1876000
1984-09-18,9.968750,10.000000,9.781250,9.812500,0.976890,1950400
1984-09-19,9.843750,9.968750,9.812500,9.843750,0.980001,1644000
1984-09-20,9.843750,9.906250,9.796875,9.843750,0.980001,4268800
1984-09-21,9.843750,9.875000,9.640625,9.640625,0.959779,2319200
1984-09-24,9.656250,9.812500,9.656250,9.718750,0.967557,1228800
1984-09-25,9.734375,9.750000,9.640625,9.656250,0.961335,1663200
1984-09-26,9.656250,9.656250,9.500000,9.578125,0.953557,1959200
1984-09-27,9.578125,9.593750,9.546875,9.593750,0.955112,679200
1984-09-28,9.562500,9.562500,9.453125,9.453125,0.941113,1201600
1984-10-01,9.453125,9.531250,9.437500,9.468750,0.942668,1092800
1984-10-02,9.500000,9.593750,9.406250,9.406250,0.936446,2521600
1984-10-03,9.359375,9.484375,9.359375,9.453125,0.941113,992800
1984-10-04,9.500000,9.546875,9.468750,9.500000,0.945779,988800
1984-10-05,9.531250,9.625000,9.468750,9.531250,0.948890,1758400
1984-10-08,9.578125,9.625000,9.531250,9.593750,0.955112,427200
1984-10-09,9.593750,9.734375,9.593750,9.656250,0.961335,1641600
1984-10-10,9.703125,9.734375,9.546875,9.718750,0.967557,1783200
1984-10-11,9.734375,9.843750,9.671875,9.812500,0.976890,1801600
1984-10-12,9.828125,9.937500,9.750000,9.828125,0.978446,1302400
1984-10-15,9.812500,10.000000,9.781250,10.000000,0.995557,1697600
1984-10-16,9.984375,9.984375,9.843750,9.937500,0.989335,1136800
1984-10-17,9.906250,10.031250,9.859375,9.921875,0.987780,768000
1984-10-18,9.968750,10.312500,9.890625,10.312500,1.026668,2640800
1984-10-19,10.562500,10.640625,10.390625,10.546875,1.050001,5241600
1984-10-22,10.468750,10.484375,10.281250,10.296875,1.025113,1293600
1984-10-23,10.265625,10.359375,10.234375,10.281250,1.023557,1836000
1984-10-24,10.250000,10.296875,10.203125,10.203125,1.015779,1205600
1984-10-25,10.203125,10.343750,10.171875,10.281250,1.023557,1352000
1984-10-26,10.250000,10.265625,10.187500,10.218750,1.017335,1062400
1984-10-29,10.218750,10.265625,10.171875,10.203125,1.015779,436800
1984-10-30,10.250000,10.343750,10.234375,10.265625,1.022002,1187200
1984-10-31,10.218750,10.281250,10.171875,10.171875,1.012668,994400
1984-11-01,10.203125,10.343750,10.187500,10.281250,1.023557,1137600
1984-11-02,10.312500,10.484375,10.281250,10.406250,1.036001,1459200
1984-11-05,10.406250,10.468750,10.375000,10.468750,1.042224,1068000
1984-11-06,10.468750,10.593750,10.437500,10.562500,1.051557,2390400
1984-11-07,10.515625,10.515625,10.281250,10.343750,1.029779,2380000
1984-11-08,10.312500,10.359375,10.250000,10.312500,1.026668,1056000
1984-11-09,10.359375,10.390625,10.218750,10.218750,1.017335,1437600
1984-11-12,10.218750,10.296875,10.203125,10.296875,1.025113,899200
1984-11-13,10.250000,10.296875,10.187500,10.203125,1.015779,1346400
1984-11-14,10.234375,10.328125,10.203125,10.250000,1.020446,796000
1984-11-15,10.265625,10.312500,10.203125,10.250000,1.020446,875200
1984-11-16,10.218750,10.218750,9.843750,9.937500,0.999697,1592800
1984-11-19,9.968750,10.015625,9.953125,9.984375,1.004413,882400
1984-11-20,9.984375,10.109375,9.984375,10.078125,1.013844,1568800
1984-11-21,10.093750,10.109375,9.953125,10.109375,1.016988,1633600
1984-11-23,10.125000,10.281250,10.125000,10.281250,1.034279,1176800
1984-11-26,10.281250,10.359375,10.250000,10.343750,1.040565,1288000
1984-11-27,10.343750,10.359375,10.312500,10.312500,1.037422,1130400
1984-11-28,10.343750,10.359375,10.156250,10.156250,1.021703,1361600
1984-11-29,9.968750,9.968750,9.796875,9.890625,0.994982,1888000
1984-11-30,9.812500,9.828125,9.671875,9.781250,0.983978,2052000
1984-12-03,9.750000,9.812500,9.640625,9.796875,0.985551,1136800
1984-12-04,9.796875,9.875000,9.781250,9.843750,0.990266,1861600
1984-12-05,9.875000,9.875000,9.765625,9.796875,0.985551,1212800
1984-12-06,9.765625,9.781250,9.656250,9.703125,0.976120,1444800
1984-12-07,9.687500,9.734375,9.640625,9.671875,0.972976,720800
1984-12-10,9.640625,9.859375,9.640625,9.765625,0.982407,1237600
1984-12-11,9.796875,9.843750,9.734375,9.796875,0.985551,929600
1984-12-12,9.796875,9.828125,9.765625,9.796875,0.985551,788000
1984-12-13,9.828125,9.859375,9.703125,9.750000,0.980835,1483200
1984-12-14,9.750000,9.906250,9.750000,9.859375,0.991838,1932000
1984-12-17,9.875000,9.921875,9.796875,9.921875,0.998125,2086400
1984-12-18,10.000000,10.093750,9.937500,10.078125,1.013844,2958400
1984-12-19,10.093750,10.156250,9.906250,10.000000,1.005985,2177600
1984-12-20,10.031250,10.078125,9.906250,9.906250,0.996554,887200
1984-12-21,9.875000,9.937500,9.765625,9.859375,0.991838,2685600
1984-12-24,9.921875,9.984375,9.890625,9.968750,1.002841,549600
1984-12-26,9.937500,9.968750,9.937500,9.953125,1.001270,173600
1984-12-27,9.984375,9.984375,9.859375,9.906250,0.996554,815200
1984-12-28,9.921875,9.921875,9.796875,9.875000,0.993410,1151200
1984-12-31,9.875000,9.875000,9.796875,9.828125,0.988695,952000
1985-01-02,9.875000,9.890625,9.718750,9.796875,0.985551,772800
1985-01-03,9.812500,9.906250,9.718750,9.765625,0.982407,1835200
1985-01-04,9.734375,9.765625,9.703125,9.750000,0.980835,2045600
1985-01-07,9.812500,9.843750,9.765625,9.843750,0.990266,725600
1985-01-08,9.812500,9.859375,9.718750,9.750000,0.980835,1064000
1985-01-09,9.796875,9.875000,9.796875,9.828125,0.988695,1321600
1985-01-10,9.828125,9.921875,9.765625,9.875000,0.993410,3328800
1985-01-11,9.921875,10.000000,9.828125,10.000000,1.005985,1792000
1985-01-14,9.968750,10.187500,9.953125,10.156250,1.021703,1712000
1985-01-15,10.250000,10.328125,10.156250,10.234375,1.029562,4849600
1985-01-16,10.265625,10.281250,10.187500,10.218750,1.027991,3081600
1985-01-17,10.250000,10.250000,10.171875,10.187500,1.024847,1724000
1985-01-18,10.234375,10.281250,10.156250,10.156250,1.021703,1880800
1985-01-21,10.187500,10.546875,10.156250,10.500000,1.056284,6085600
1985-01-22,10.531250,10.531250,10.406250,10.437500,1.049996,2243200
1985-01-23,10.484375,10.546875,10.375000,10.546875,1.060999,1799200
1985-01-24,10.546875,10.546875,10.375000,10.421875,1.048425,1627200
1985-01-25,10.437500,10.500000,10.406250,10.421875,1.048425,1984000
1985-01-28,10.437500,10.546875,10.218750,10.406250,1.046853,2135200
1985-01-29,10.406250,10.406250,10.250000,10.406250,1.046853,1407200
1985-01-30,10.500000,10.578125,10.468750,10.531250,1.059428,4605600
1985-01-31,10.531250,10.593750,10.468750,10.546875,1.060999,1340000
1985-02-01,10.500000,10.593750,10.468750,10.468750,1.053141,1824000
1985-02-04,10.437500,10.750000,10.406250,10.750000,1.081433,4168800
1985-02-05,10.718750,10.718750,10.593750,10.625000,1.068859,3810400
1985-02-06,10.609375,10.656250,10.468750,10.468750,1.053141,2060000
1985-02-07,10.484375,10.640625,10.484375,10.625000,1.068859,2596000
1985-02-08,10.640625,10.703125,10.593750,10.687500,1.075146,1544800
1985-02-11,10.671875,10.671875,10.578125,10.640625,1.070431,1220800
1985-02-12,10.546875,10.609375,10.500000,10.546875,1.060999,1999200
1985-02-13,10.546875,10.703125,10.531250,10.593750,1.065715,2977600
1985-02-14,10.656250,10.656250,10.406250,10.500000,1.056284,2528000
1985-02-15,10.406250,10.468750,10.265625,10.296875,1.046754,2346400
1985-02-19,10.328125,10.343750,10.296875,10.328125,1.049931,1290400
1985-02-20,10.343750,10.406250,10.265625,10.359375,1.053108,2634400
1985-02-21,10.328125,10.359375,10.281250,10.296875,1.046754,1360000
1985-02-22,10.312500,10.406250,10.312500,10.312500,1.048343,860800
1985-02-25,10.343750,10.468750,10.343750,10.468750,1.064227,1125600
1985-02-26,10.468750,10.546875,10.421875,10.484375,1.065815,2120800
1985-02-27,10.421875,10.437500,10.218750,10.296875,1.046754,2435200
1985-02-28,10.281250,10.296875,10.203125,10.250000,1.041989,2398400
1985-03-01,10.250000,10.500000,10.250000,10.500000,1.067403,3621600
1985-03-04,10.500000,10.500000,10.375000,10.437500,1.061049,1326400
1985-03-05,10.500000,10.546875,10.406250,10.546875,1.072168,2003200
1985-03-06,10.500000,10.500000,10.281250,10.375000,1.054697,2668800
1985-03-07,10.296875,10.343750,10.250000,10.343750,1.051519,1830400
1985-03-08,10.343750,10.390625,10.218750,10.296875,1.046754,1457600
1985-03-11,10.296875,10.375000,10.281250,10.328125,1.049931,1512000
1985-03-12,10.328125,10.406250,10.296875,10.359375,1.053108,1172800
1985-03-13,10.359375,10.359375,10.187500,10.234375,1.040401,2789600
1985-03-14,10.203125,10.312500,10.187500,10.265625,1.043578,1444800
1985-03-15,10.250000,10.312500,10.156250,10.203125,1.037224,2412000
1985-03-18,10.234375,10.265625,10.171875,10.234375,1.040401,1120000
1985-03-19,10.265625,10.515625,10.218750,10.515625,1.068992,1829600
1985-03-20,10.500000,10.515625,10.375000,10.390625,1.056285,1338400
1985-03-21,10.359375,10.593750,10.359375,10.546875,1.072168,2473600
1985-03-22,10.546875,10.546875,10.453125,10.531250,1.070581,1479200
1985-03-25,10.500000,10.531250,10.390625,10.437500,1.061049,1932000
1985-03-26,10.156250,10.218750,10.125000,10.171875,1.034047,2630400
1985-03-27,10.156250,10.187500,10.093750,10.171875,1.034047,1520800
1985-03-28,10.171875,10.312500,10.156250,10.234375,1.040401,1592000
1985-03-29,10.296875,10.312500,10.187500,10.281250,1.045166,990400
1985-04-01,10.343750,10.359375,10.265625,10.296875,1.046754,663200
1985-04-02,10.296875,10.343750,10.171875,10.203125,1.037224,897600
1985-04-03,10.171875,10.218750,10.109375,10.171875,1.034047,1892800
1985-04-04,10.171875,10.250000,10.156250,10.187500,1.035635,1140800
1985-04-08,10.203125,10.234375,10.093750,10.140625,1.030871,832000
1985-04-09,10.140625,10.187500,10.015625,10.046875,1.021339,1790400
1985-04-10,10.078125,10.156250,10.062500,10.078125,1.024517,1330400
1985-04-11,10.125000,10.171875,10.000000,10.000000,1.016575,1456000
1985-04-12,10.015625,10.015625,9.859375,9.859375,1.002279,2471200
1985-04-15,9.750000,9.796875,9.718750,9.781250,0.994337,1813600
1985-04-16,9.765625,9.781250,9.625000,9.750000,0.991160,2358400
1985-04-17,9.781250,9.812500,9.671875,9.734375,0.989571,1744000
1985-04-18,9.812500,9.828125,9.734375,9.781250,0.994337,2437600
1985-04-19,9.875000,9.921875,9.796875,9.875000,1.003867,1989600
1985-04-22,9.921875,9.953125,9.875000,9.921875,1.008633,2029600
1985-04-23,9.921875,10.031250,9.906250,10.000000,1.016575,3008000
1985-04-24,10.000000,10.000000,9.921875,9.968750,1.013398,1755200
1985-04-25,9.937500,9.984375,9.906250,9.953125,1.011810,1454400
1985-04-26,9.937500,9.968750,9.890625,9.921875,1.008633,2437600
1985-04-29,9.890625,9.921875,9.718750,9.718750,0.987984,1695200
1985-04-30,9.625000,9.656250,9.562500,9.625000,0.978453,3952000
1985-05-01,9.625000,9.625000,9.375000,9.375000,0.953039,1604000
1985-05-02,9.500000,9.593750,9.453125,9.500000,0.965745,1552800
1985-05-03,9.500000,9.578125,9.484375,9.515625,0.967334,1808800
1985-05-06,9.500000,9.546875,9.453125,9.515625,0.967334,818400
1985-05-07,9.500000,9.531250,9.390625,9.437500,0.959393,1619200
1985-05-08,9.437500,9.562500,9.421875,9.500000,0.965745,1776800
1985-05-09,9.562500,9.578125,9.500000,9.546875,0.970511,1690400
1985-05-10,9.625000,9.625000,9.562500,9.625000,0.978453,4177600
1985-05-13,9.656250,9.671875,9.578125,9.625000,0.978453,1880000
1985-05-14,9.718750,9.781250,9.656250,9.750000,0.991160,3097600
