title,selected
"A Bus Driver Just Saw A Terrible Situation And Hit The Brakes To Save A Woman's Life",0
"The Lone Survivor Is Turning Retreats Into a Way Forward",1
"Fast Food Workers Are Walking Out All Across The Country. Here's Why.",0
"Chris Christies Office Targets Former Ally in a Memo",1
"A Life Full of Dreams That Are Now Coming True",1
"What's It Like Being An Unmarried Woman Over 30? Looks Pretty Cool To Me.",0
"A Kiss She Just Couldnt Forget",1
"Atlanta In New Jersey (Personal and Trivial)",1
"A Tiny Glimmer From North Korea",1
"This Kid Thought His Parents Were Breaking Up After 20 Years, But He Was So Wrong'",0
"Having A Bad Day? Here Are 46 Powerful Things You Should Really Hear."0
"Philip Seymour Hoffman's Many Roles",1
"A Similar Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Stunning."0
"Russell Wilson, the Forgotten Quarterback, Coolly Orchestrates a Perfect Football Game'",1
"Stare Into Her Eyes  Now Watch One Year In An Abusive Relationship Happen In One Minute"0
"N.B.A. Game of the Week: Gauging Western Contenders",1
"A Glimpse At How The Media Treated Women This Year Is A Look At Way Too Many Cringe-Worthy Moments"0
"Donald S. Engel, Persistent Contract Lawyer to the Stars, Dies at 84'",1
"As Peanut Allergies Rise, Trying to Determine a Cause'",1
"6 Itty Bitty Sentences That Remind Me To Talk A Little Nicer To Myself With My Inner Monologue"0
"5 Minutes Of What The Media Actually Does To Women"0
"The Reasons Some People Fight For Others Are Very Clear To Him"0
"The Economic Road Ahead",1
"I Was In A Lot Of Clubs In High School. I'm Pretty Sure None Of Them Were As Cool As This!",0
"Libyas Cache of Toxic Arms All Destroyed",1
"Anne Tarbell and William Marden III",1
"Whats On Saturday",1
"Texas: Historic Status for Astrodome",1
"They Asked Him His One Wish To Change The World. He Showed Them His Art."0
"Here's A Young Woman Whose Voice Is So Special Over 128,000 People Like It",0
"I Couldn't Be More Impressed By A Group Of Students Cutting Class",0
"No Friend to Mayors, a Groundhog Leaves de Blasio Empty-Handed'",1
"A Comedian Has Some Truth To Drop About Diversity, And You'll Want To Listen",0
"How Many Countries Are There? Simple Question, Ridiculously Complicated Answer.'",0
"Watch These 4 Girls Destroy The Female Stereotype Like The Monsters They Are"0
"Lloyds Bank to Take 1.9 Billion in Added Charges",1
"To Study Aggression, a Fight Club for Flies'",1
"Feeling Crappy? Hear This Little Song Remind You That Things May Not Be Too Bad"0
"Within 5 Seconds, You Wont Like Him. By The Time He Laughs, Youll Hate Him.'",0
"I Think This Is What People Mean When They Call Our Teachers Heroes"0
"An Olympian Snow Endeavor in Sochi",1
"Tracy High, Roman Johnson'",1
"I Love This Bollywood Star's Approach To Dealing With Questions About What Being Gay Means",0
"These Mothers Literally Turned Rags To Riches"0
"Weekly News Quiz | Jan. 28-Feb. 3, 2014'",1
"Watch 33 Gay And Straight Couples Get Married On The Grammys Without Hurting Anyone Else's Marriage",0
"The Value of Ripeness",1
"This Video Goes From Ordinary To Breathlessly Disturbing At 30 Seconds"0
"Sometimes, Silence Is A Good Thing. Here, It's Most Definitely Not.",0
"How Bette Midlers Pet Peeve Made New York City A Better Place To Live"0
"Listen As This Nerd Shuts Down The Global Warming 'Debate' In Less Than 4 Minutes",0
"Growth Eases in Chinas Service Sector",1
"Sherman Quiet, but Rest of Seattle Defense Has a Lot to Say '",1
"Treasury Auctions for the Week of Feb. 3",1
"Every Time I Hear This Guy Talk, It's Like A Love Letter To A City",0
"This Is Not A Joke. You May Laugh, But You Shouldnt. Its Quite Horrifying.'",0
"No Big Deal. He's Just Trying To Educate The Whole World. For Free.",0
"Too Loud, Too Quiet: Those Alluring Seahawks'",1
"An Avenger Talks About The Hell His Mom Went Through Back When Women Had No Choices"0
"These Parents Think It Might Be A Phase, But They Just Don't Understand What It Means",0
"17 Soldiers Killed in Ambushes in Yemen",1
"30,000 People Die Each Year Getting Something They Don't Need. It's Time We Address The Problem.",0
"Checkout Counter Staple",1
"Dull Super Bowl Made Downton Abbey a Thrill, as Nearly 7 Million Watched'",1
"We Need G.M.O. Wheat",1
"A Nonviolent Man Is Serving Life After Breaking A Now-Expired Law. Theyre Asking Obama To Help."0
"A Wonderful Country",1
"Raised By Black Panthers. Made History With Music. Died At 25. But Hear Him In His Own Words."0
"Ethics Questions Arise as Genetic Testing of Embryos Increases",1
"True Story: One Of TV's Most Inspiring Women Almost Gave Up. Guess Who Persuaded Her Not To?",0
"Right Before Dying From A Rare Lifelong Disease, Sam Revealed His Three Secrets To Happiness'",0
"Her Husband's Abuse Once Kept Her Behind Closed Doors. Now She's Speaking Out, Loud And Clear.",0
"Stir-Fried Soba Noodles With Turkey and Cabbage",1
"Watch A Teenager Bring His Class To Tears Just By Saying A Few Words"0
"This Is The Best A Breathalyzer Will Ever Sound"0
"A Poem For All The 'Boobs Guys' And 'Butt Guys' Out There",0
"Seems Like Any Other High School, Right? So What's The Major Thing Missing From These Pictures?",0
"Fewer Benefits for Targets Part-Timers",1
"When A Simple Idea Like This Actually Works And It Helps People Get By, Everybody Wins'",0
"Ladies, Here's A Funny Video Depicting What Our Reproductive Health Care Is Really Like",0
"Why You Can't Always Blame Parents When Their Kids Eat Fast Food",0
"Parents Should Never Outlive Their Children. Can We All Agree On That, At Least?'",0
"Do All The Double Standards For Women Make Your Head Spin? Here's A Comic For Ya.",0
"A Celebrity Translates The 1 Question Reporters Won't Stop Asking Her. She Nails It  They're Rude.",0
"These Alarming Facts Essentially Say: Women, You're Collateral Damage",0
"The Dude Is Pissed. And Unfortunately, We Can All Recognize The Reason Why.'",0
"Retailers Ask: Where Did Teenagers Go?",1
"He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound."0
"Walmart Went On The Record About What It Pays Its Workers. It Didnt Count On Us Knowing Math."0
"That One Time When A Company With A Gajillion Dollars Tried Collecting Food Donations For Its Staff"0
"Book Explores Ways Faith Is Kept, or Lost, Over Generations'",1
"They're Harassed And Criminalized. But Could They Be The Solution To A Big Sex Industry Problem?",0
"Stop Asking Where Young Feminists Are. They Aren't Unicorns. They Exist. In Fact, Heres One Now.",0
"Heat Are Listing, but Righting Ship Will Not Take Much'",1
"I Bet These People Never Expected To Be Models, But The Results Are So Gorgeous'",0
"Abortions Declining in U.S., Study Finds'",1
"What Does It Take For A Black Person To Live In Chris Rock's Neighborhood?",0
"Arizona: Panel Outlines Overhaul for Child Welfare Services",1
"The Problem With Celebrity Coverage? They Never Show This Kind Of Video."0
"An Elegant And Concise Breakdown Of Why Drug Prohibition Will Never Work"0
"Underworld Notes, in the Homeric Sense'",1
"Cannot. Stop. Laughing. Never Have I Seen Such A Clever Parody Of Social Smoking."0
"The Truth About The Warm Weather We've Actually Been Feeling This Winter",0
"The Dangers of Certainty: A Lesson From Auschwitz",1
"The Side Effect Of Birth Control No One Ever Talks About"0
"Monday Motorsports: Nascar Announces Sprint Cup Chase Changes",1
"In China, Once the Villages Are Gone, the Culture Is Gone'",1
"He Died Too Young. So All His Friends Got Together To Make Sure Future Generations Of Kids Don't.",0
"3 Simple Lessons Brought To You By A First-Class Passenger On The Plane That Landed In The Hudson"0
"To The Bullied 7th-Grade Girl Whose Life Is Hell, Here's A Special Message To You From A Wise Nerd",0
"When I Was A Kid, An Ad Aired On TV That I Didn't Fully Get. Now, I Want Us All To Watch It Again.",0
"America Has A Dirty Little Secret, And This Congressman Just Exposed It'",0
"'Frozen' Takes Top Prize at Animation Awards",1
"Jon Stewart Delivers One Of The Best Interviews In Recent Memory"0
"At DC, Comic Book Covers Get Cross-Marketing Role'",1
"Christie Will Speak at CPAC, Which Snubbed Him Last Year'",1
"One Look At This Graphic And You Might Think Women Aren't Creative, Literate, Or Intelligent",0
"Listen To The Best (And Maybe Only?) Rap Song About Gardening"0
"The Poster Is Mesmerizing. The Story It Tells Is Electrifying. Have You Seen It?"0
"Watch A Hilarious Skit Illustrating The Stereotypes We Assign Each Other In The Dating World"0
"One Time A Guy Gave A Homeless Man A Computer, And The Recipient Did Exactly What The Giver Expected'",0
"After Tragedy Hits, He Wants To Do The Last Thing You'd Expect",0
"It's Fairly Common, And It's Dangerous. These 7th-Graders Show Us What It Can Look Like.",0
"Most Math Lectures Make Me Want To Take A Nap. This One Made Me Rethink Most Of Earth's Problems.",0
"The Surprising Reason This Inmate Says, 'Now I Think Before I React'",0
"Founding Editor Is Dismissed as Head of El Mundo",1
"And The Prize For 'Most Innovative Way To Spread Mental Health Awareness' Goes To...",0
"Smith Ends Up in Right Place to Be M.V.P.",1
"No Malfunctions at Halftime, Just Safe Entertainment'",1
"He Finds The 'Wrong' Person Attractive, So Now All Our Lives Are At Risk?",0
"U.S. Airlines On-Time Data Is Incomplete, Report Says'",1
"Tech's Diversity Problem Is Apparent as Early as High School",1
"On May 10, 1994, Nelson Mandela Silenced The World With These Inspiring Words'",0
"Feisty Opera Impresario Regrets Lost Opportunity",1
"For Just a Few Rupees, Mumbai Residents Ride a Symbol of Modern India'",1
"Super Bowl Casts Shadow Over Movie Box Office",1
"Not A Single Woman Has Been Invited To Join The Syrian Peace Talks. Here They Are Instead."0
"James Hotter Than Anthony, and the Knicks Lose'",1
"She Was Raised To Believe Women Are Worthless. You Should See What Changed Her Mind."0
"Ever Considered What Guys Look For In Girls? Forget It. Think About What A 17-Year-Old Says Instead."0
"Ellen Thanks Ashton Kutcher For Giving A Great Speech.  His Reply? A Great Speech."0
"In India, a Pilgrimage to a Feast for Thousands'",1
"Quotation of the Day for Sunday, February 2, 2014'",1
"For Restless Pioneer of Modern Tattoo Art, a Life Beyond Ink'",1
"She Has Experienced So Much Hate Because Of Who She Married. You'd Think He Was A Monster.",0
"Hear The Moment This Audience In Boston Found Out JFK Had Been Shot."0
"When You Ban Women From Driving, They'll Not Only Defy You  But Record Songs Like This Too",0
"How Much Has Changed In The Last 13 Years? One Country Answers In 13 Incredible Photos."0
"A 16-Year-Old Girl With Nowhere Else To Turn Trusted Them. But They Had Their Own Agenda."0
"Like We Need Another Expensive American Girl Doll. On Second Thought, We Do...'",0
"Corrections: February 1, 2014'",1
"A Group Of First-Time Filmmakers Just Created Something Incredible"0
"Find Out What A Bunch Of Happy, Smiling, Fulfilled People Are Calling Their Best Free Therapy'",0
"Chinese Lunar New Year",1
"You Know It's Bad, But You Do It Anyway. Let These People Tell You Why You Should Stop. Immediately.",0
"The Gospel According to Paul",1
"Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason."0
"Millions of Immigrants, but Only a Few in Office'",1
"The Struggles Of Being A Woman In A Male-Dominated Field Summed Up In A Short Comic"0
"Flocking to Trains, Super Bowl Fans Overwhelmed Transit System'",1
"A Neo-Nazi Walked Into A Jewish Man's Antique Store. Can You Guess What Happened Next?",0
"For Many Divorced Women, Having To Deal With This Every Week Is Simply What Life Is'",0
"They Asked If She Had Anything Else She Wanted To Say To The Audience. That's When She Took It Home.",0
"Hollywood Was Just One of His Stages",1
"With Rene Fleming, Super Bowl XLVIII Gets an Operatic Opening'",1
"Don't Ask Hillary Clinton About Abortion If You Can't Handle Her Answer",0
"Dallas Museum Lands a Rich Trove of Islamic Art",1
"McIlroy Keeps Lead in Dubai",1
"Nothing To See Here. Just A Bunch Of Us Agreeing On Something But Too Afraid To Post It On Facebook."0
"A Short Film That Shows You How Your Brain Breaks When You Do Something You're Not Supposed To Do",0
"Unranked Indiana Gives Michigan First Big Ten Loss",1
"New England College Football Rivalry Revived",1
"The Horrifying Crisis That Is Barely Being Talked About"0
"2 Years Before He Died, This Comedian Made 1 Simple Point About Life'",0
"A Dude Got Tired Of A Congressman Taking Legal Bribes, So He Had No Choice. Time For A Prank.'",0
"50 Years Ago, One President Put Something Into Motion That Actually Worked'",0
"The Dalai Lama Has Some Very Uplifting And Wise Words About Farting"0
"Feeling Anxious About Weed Legalization? Take A Hit Of This."0
"Wow. Watch These Rhinos Fly! Much Endangered."0
"A Doctor Bridging Arts and Sciences",1
"All The Science Reasons Redheads Do That Redhead Thing They Redhead Do So Well"0
"If You Needed A Better Reason To Start Cooking More Meals At Home, Here's One For You",0
"In A Decade Or Two, I Bet Most People Will Feel The Same Way That Guy From 'The Hunger Games' Does",0
"On 35th Anniversary of Diplomatic Ties With U.S., China Tries to Soften Image'",1
"El Salvador and Costa Rica Hold Presidential Elections",1
"This Video Both Enlightened And Confused Me About Solving Climate Change. That's Why I Love It.",0
"They Threw A Grenade At Her Brother Because She Helped Women"0
"Want To Catch A Glimpse Of A 'Lazy Food Stamp Recipient'? Watch This.",0
"Fund-Raising by G.O.P. Rebels Outpaces Party Establishment",1
"Glitches in State Exchanges Give G.O.P. a Cudgel",1
"A Room Full Of Feminists Just Applauded A Guy Who Attacked Feminists. Wait For It"0
"Affordable Housing",1
"She Worked In A Factory In Bangladesh To Make This Story. Her Supervisor Was 9 Years Old."0
"Petition Seeking to Void Brooklyn Murder Conviction Calls Verdict a Sham",1
"Maturitys Victories",1
"There's Something Absolutely Wrong With What We Do To Boys Before They Grow Into Men",0
"East Hampton Withdraws From Deer-Culling Program",1
"A Gut-Punching Ad Shows 2 Perspectives On Your Last Years. Which Describes Where You're Headed?",0
"This Is Why You Are Probably Broke And Stuff"0
"Denvers Offense (Unstoppable) vs. Seattles Defense (Unmovable)",1
"Israeli Military Strikes Targets in Gaza",1
"Your 4-Minute Reminder To Give A Fuck"0
"Most 21-Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has An Awesome Reason For It.'",0
"OK. This Is How I Want Every Law Explained To Me."0
"Watch A Man Who Saved 669 Children From Death Camps Get A Tearful Surprise On TV"0
"If You Are Wondering What Costumes NOT To Wear This Halloween, Here Are Some Examples'",0
"When They Say Cutting Taxes On The Rich Means Job Creation, Theyre Lying. Just Ask This Rich Guy.'",0
"AT&T Sweetens Offer for Family Plans",1
"Netanyahu Criticizes Kerry Over Boycott Remarks",1
"163 Years Ago, A Former Slave Rocked The World With These Words'",0
"The U.S. Dept. Of State Asked Maya Angelou To Speak About Him. What She Said Is Unforgettable."0
"The Sharp Response 'SNL' Gave Victoria's Secret After They Banned A Mom From Breastfeeding In Store",0
"About. Damn. Time. A Sports Network Takes On What No One Wants To Talk About In Locker Rooms."0
"A Hunger Crisis In America Is Happening, And Its Time We Spoke Up About It'",0
"Two Families Battered by a Typhoon",1
"If You Were Wondering How Broken Our Education System Is, Have I Got The Prison For You'",0
"I Dare You To Sit Through This Whole Video. It's Short. But I Hope Youll Learn Something New.",0
"Forget Obamacare  Whats Really Wrong With Our Medical System Is Right Here"0
"Behind the Cover Story: James Vlahos on the United States of Sports Betting",1
"Child Pornography Charges Against Police Chief Roil a Town in Westchester",1
"The Woman Who Has As Close To A Superpower As We Can Get"0
"So Long, It's Been Good to Know You, Pete Seeger",1
"Ethics and the Oscars",1
"If You Give A Bride A Beautiful Set Of Bone China, You Set Her Table For A Day'",0
"One Of The Biggest Lies Were Encouraged To Tell Ourselves About Our Value To Society Is Right Here"0
"I Sing Along To This All The Time. But When She Does, It Makes Me Really, Really Uncomfortable.'",0
"Nearly 1/3 Of All Campaign Dollars in 2013 Came From A Tiny Group Of People. Care To Guess Who?"0
"Yeah, You Can Invest In The Stock Market Like A Nerd, But The Cool Kids Are Investing In Hope'",0
"We Use 4 Of These A Day, And They're Kind Of The Worst",0
"She Knocked On His Door Asking For Help  He Shot Her Dead. You Need To Know Who Renisha McBride Is."0
"They Grew Their Own Food For 17 Years. Now They Can't 'Cause The City Thinks Veggie Plants Are Ugly.",0
"She Was 40 When The Nazis Took Her. Now, She's Outlived Them And Has Something Incredible To Say.",0
"When You Are Alone, Do You Feel Lonely?'",0
"Watch This Grocery Store Erupt In Song For The Man The Entire World Loved"0
"Dya Ever Think These Guys Are Just Doing It For The Attention?"0
"Whats on Monday",1
"A Mom Begged The Judge To Let The Sentence Fit The Crime. He Ignored Her And Gave Her Son Life."0
"If You've Never Heard Of A 'Reverse Racist,' Watch This Stand-Up Comedy Set",0
"A Conductor to Flex and See Through",1
"I Cant Promise Santa Will Give You More Presents If You Follow These Tips  But Maybe?"0
"See These 2 Singers Do An Amazing Cover Of Beyonce's Song About The Dangerous Standards Of Beauty",0
"The Chatter for Sunday, Feb. 2'",1
"Wow, A Really Interesting (And Telling) Look At Where Our Attention Went This Year'",0
"Room for Small Deals on Tax Policy",1
"Know A Hero: His Name Is Mechai Viravaidya, But You Can Call Him Mr. Condom'",0
"Preschool's Benefits Extend to Parents",1
"Warburg Pincus to Invest in Cloud-Based Facilities Manager",1
"Everything You've Always Wanted To Know About Cancer But Your Doctor Was Too Busy To Tell You",0
"A Gay Comedian Steps Into The Mind Of A Homophobic Dad And Finds A Sad, Sad Truth'",0
"A Deepening Drought in the West",1
"A New Way to Rein In Fat Cats",1
"5 Reasons Why My Girlfriend Thinks She's Not Beautiful Enough, No Matter What Anyone Tells Her",0
"Roses Are Red, Violets Are Blue. I'm Not Pregnant, All Thanks To You.",0
"Remember The 'Crack Babies' Scare? It Turns Out They Forgot To Use The Scientific Method.",0
"We Dont Hear Enough From Native American Voices. Heres An Inspiring Message From One."0
"There Are Some Towns That Are So Close To Disappearing From Our Landscape. Heres One."0
"A Surprisingly Simple Way To Know Which Companies Are Cool And Which Are Sorta 'Meh'",0
"Here's A 5-Minute Video That'll Make You Rethink Our Entire News Media Circus",0
"Barclays Chief Declines Annual Bonus",1
"First These Women Were Offended. Then They Realized Who Was Being Offensive."0
"Placed on Unpaid Leave, a Pregnant Employee Finds Hope in a New Law'",1
"Maybe That Whole 'Survival Of The Fittest' Stuff Isn't Something To Be Proud Of",0
"U.S. and Europe Work on Financial Solution to Ukraine Crisis",1
"Percy Harvin Finally Delivers on Seattles Investment",1
"Hoping to Stay Independent, Jos. A. Bank in Talks to Buy Eddie Bauer'",1
"A Long Fight to Get What Was Theirs, in a 401(k)'",1
"Snacks Laced With Marijuana Raise Concerns",1
"A Frightening Bully Tried To Mess With One Young Farmer, But She's Not Havin' It",0
"You Think You Know How Much We Depend On Fossil Fuels, But You Have No Idea'",0
"Take a Dumpling Detour",1
"A Tradition of Stars With Something to Say",1
"Sochi Remains a Work in Progress as Games Draw Near",1
"One Veteran Spoke The Truth And Totally Stunned The Crowd, Then He Brought Them To Their Feet'",0
"If You Live In One Of These States, The Impact Of Washington's Shenanigans Is Huge",0
"A Rap Song About Girls And Money That Your Daughter Should See"0
"One Mother Did Something Illegal To Help Her Kids, And This Cop Was Totally, Unexpectedly Cool'",0
"A 13-Year-Old Explains The Religion Behind Marriage Equality. My Head Now Hurts From Nodding Along."0
"Why Brainstorming Is A No-Good, Very Bad Thing That We Should All Stop Doing Immediately'",0
"And Now, a Preview From Your Sponsor'",1
"1 Minute Of Some Numbers About Income That Feel Colder Than Any Polar Vortex"0
"An Artist Counted Every Atomic Explosion On Earth And Shows Them All In A Matter Of Seconds"0
"Going Where 007 Has Gone Before",1
"As Players Agents, Women Face Extra Challenges'",1
"Arsenal Signs Swedish Midfielder",1
"How Inequality Hollows Out the Soul",1
"Burrowing Animal Assists Watson at Phoenix Open",1
"This 'Super-Sized' Random Act Of Kindness Is Sure To Brighten Your Day",0
"Presidential States",1
"I've Just Read Nelson Mandela's Beautiful Advice On How To Live, And Now I Want To Make Some Changes",0
"What If We Had A Case Study On Raising Pay For Teachers? Oh, Wait, We Do!'",0
"F.C.C. Says It Will Double Spending on High-Speed Internet in Schools and Libraries",1
"What Do You Get When You Add A Disease To A Kids' Toy? Genius.",0
"If You Can Watch This Trailer And Not Get Excited About The Movie, You're Made Of Stone",0
"This Guy Needs A Clue: A Member Of The 1% Declares It 'Great' That 3.5 Billion Are In Poverty.",0
"To Prove Humans Could Be Happier With Simpler Lives, She Came Up With An Elaborate Experiment'",0
"First the Safety, Then the Steamroller'",1
"This Really Happy 13-Year-Old Hacks His Education, And Now I Regret I Didn't Do The Same With Mine",0
"Ironically, The First Thing I Wanted To Do After These Comedians Made Fun Of Me Was To Tweet It'",0
"Indians Protest, Saying a Death Was Tied to Bias'",1
"The Numbers Behind Why America Has So Many People In Prison"0
"The Perfect Reply A Girl Can Give To The Question 'What's Your Favorite Position?'",0
"Winning Lottery Numbers for Feb. 1, 2014'",1
"Worlds No. 2 Player Ready to Challenge for the Top Spot",1
"Stocks Slump Following Weak Economic Data",1
"A Congressman Loses His Temper When Told To Not Talk About The People Suffering In The Room"0
"He Starts With 17 Lego Pieces And Ends Up With 6. The Reason Why Involves All Of Us."0
"See Why We Have An Absolutely Ridiculous Standard Of Beauty In Just 37 Seconds"0
"This Man Lost One Of The Most Important Parts Of His Life. 25 Years Later, He Found It Online.'",0
"When It Comes Right Down To It  After Were Gone, Its Just Words, Memories, And Photographs'",0
"The Work Before the Parachute Jump",1
"Wow, A Super Simple Set Of Steps To Stop Cyberbullying From Happening To Your Kid'",0
"From Handel, Two Martyrs Full of Songs And Virtues '",1
"This Is Reality For Many Americans When It Comes To Answering One Question"0
"It Looks Like Something You Should Never See. Meet A Medical Advancement That Is Hard To Forget."0
"John Cleese Describes Why Nothing Is 'Too Serious' To Be Joked About",0
"How A Scientist Tricks His Brain Into Solving Ultra-Complex Problems"0
"This Face Is The Most Famous Nobody You've Ever Never Heard Of",0
"Noticed A Rise In Mustaches Around You Recently? Meet The Reason Why."0
"My Wife Didn't Get Why I Was So Into This Woman. But After About 40 Seconds, We Were Both Obsessed.",0
"An Eye-Opener Of A History Lesson On What Republican Presidents Thought About Gun Control"0
"What They're Doing To Kids In Pennsylvania Is Dooming Them To Fail",0
"A Hilarious Stand-Up Routine About How Commercials For Black People Actually Sound"0
"If You Said 10 Years Ago Someone Like Her Would Be Famous, This Actress Might Have Laughed At You'",0
"Stir-Fried Rice and Black Quinoa With Cabbage, Red Pepper and Greens'",1
"The Great Recession: Causes and Consequences, 2/03/14'",1
"One Singer's Response To A Huge Promise Being Broken",0
"When Tickets to Super Bowl Lead to Front Row Seats in Jail",1
"Employees Get To Vote, Too?'",1
"CUZ YOU HAD A BAD DAY  Or Maybe Not. Regardless, Here's 4 Minutes Of Pure Love.",0
"Times Minute | Did Christie Know?",1
"Tech Rides Are Focus of Hostility in Bay Area",1
"Here's A Way To Never Get Shady Looks At Your Local Farmers Market Again",0
"An Open Letter From Dylan Farrow",1
"Times Minute | Did Christie Know?",1
"The NFL Would Never Let This Ad Air On The Super Bowl, So We're Gonna Show You It. It's Important.",0
"Store Owners Who Don't Allow Guide Dogs Could Be In For Some Serious Trouble",0
"If One Of These People Were My Mother Or Father, I'd Have To Lock Myself Up",0
"A Farms Lessons in Long-Term Planning",1
"The Great Mystery of Chinese New Year",1
"Some Call It The Miracle Of Life. They Call It An Inescapable Curse."0
"FREE SEX! Did You Just Shrug And Go 'Meh'? Have I Got A Comic Just For You.",0
"Disruptions: Paying to Travel in the Internet's Fast Lanes",1
"Watch A Famous Actress Play Every Black Woman Alive Right Now On 'SNL'",0
"His Military Dad Was Disappointed In Him When He Came Out ... For A Really Good Reason"0
"A Scientist Laughs In The Face Of Sexism, Totally Rocks Biology Career'",0
"The One Where An Elderly White Couple Tries To Rap And Actually Pulls It Off"0
"When They Imagine Clothes For Models, Here's What Actual Women Would Have To Look Like",0
"These 2 Adorable Children Are Excellent Reasons To Pass A No-Brainer Law"0
"Why You Wont Look Away So Quickly Next Time Youre Walking Down The Street"0
"'Don't Ask, Don't Tell' Ended In 2010, But It's An ID Card That Makes It Real For These Families",0
"Should We Be Concerned That A Lotta People Dont Instantly Know The Answer To This Question?"0
"How the Fed Learned to Talk",1
"In Our Pages: February 3",1
"Vows: Finding Love, Again'",1
"A Dude Trying To Ban Abortions Is Asked A Question He Never Considered. It's So Obvious It Hurts.",0
"This Is What It Looks Like When 14 Million Girls Dont Get To Be Girls"0
"Perfect! A Gift For All The People In Your Life Who Dont Actually Need More Stuff."0
"This Famous Actor's Disguise Isn't Foolin' Anyone, But Why He Puts It On Is A Pure Delight",0
"A Male Feminists Take On Crying, Pornography, And Miley Cyrus'",0
"WhyJan. 13, 2014, Went Down As One Of The Biggest Days In Global Health Since You've Been Alive",0
"How to Evaluate a Public School?",1
"$300,000 Robbed From Armored Car'",1
"Writers Guild Crowns 'Her' and 'Captain Phillips' ",1
"A Drastically Awesome Way To Escape What's All Around Us",0
"New CDs From Broken Bells, Toni Braxton and Babyface'",1
"They Said She Was Paralyzed, And She Couldn't Afford Her Recovery. Then A Dancer Changed It All.",0
"Indonesia Reports Biggest Trade Surplus in 2 Years",1
"A High School In A Poor Neighborhood Closed Down. These Folks Reopened It And Kicked Some Butt. How?"0
"Picking Through a Volcanos Destruction",1
"Did That Really Just Happen? Yep. This Guy Pulled Down His Pants, On Stage, During His TED Talk.'",0
"A Lethal Luge Accident Still Questioned",1
"Shiffrin Can Retain Her Title in Slalom Before Games Begin",1
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree.",0
"Catherine Deneuve Film Opens French Cinema Series",1
"console.log(&quot;How Millions Of Students Are Learning A Crucial Skill That Most Schools Don't Teach&quot;);",0
"Montana: Diocese Files for Bankruptcy",1
"A Video I Loved Within 10 Seconds From A Random Dude Explaining The Magic Of Birth Control"0
"How China Deals With Internet-Addicted Teens Is Kind Of Shocking. And Maybe A Good Idea?"0
"Volkswagen Workers in Tennessee to Vote on Union Membership",1
"If They Put Folks In Jail For One Kind Of Robbery, It Would Stop Right Now'",0
"Russell Wilson, the Man Behind Center, Could Have Wound Up as a Second Baseman'",1
"He's Speaking. She's Playing. And I'm Just Over Here Trying To Pick My Jaw Up Off The Floor.",0
"News From the Advertising Industry for the Week of Feb. 3",1
"In the Forecast, More of the Off-White Stuff'",1
"Worker Coalitions",1
"Politics Aside, This Is Just A Man Talking About Grief'",0
"Hey There, Person Who Doesn't Think You're A Feminist. You Probably Actually Are.",0
"McDonald's Has An Entire Menu Of Life Advice For Its Workers  It's About As Wholesome As The Food",0
"Nice Shirt Ya Got There. Care To Find Out A Little About Who Made It?"0
"Ashes to Ashes, but First a Nice Pine Box'",1
"Syracuse Edges Duke as Streak Reaches Record Length; Cal Upsets No. 1 Arizona",1
"After Burying Thousands, a Gravedigger Retires'",1
"Here's The Moment A Black Woman Protected A White Man At A KKK Rally",0
"It's Been A Slow Process For Emily To Become Ethan. So He's Apologizing For The Wait.",0
"Al Qaeda Breaks Ties With Syrian Affiliate",1
"If Your Paycheck Could Talk, It Would Tell You'",0
"A Famous Columnist Has Trouble Defining Racism. Colbert Eats Him For Dinner."0
"Im Starting To Think About My Tax Return, And This Guy Makes A Ton Of Sense'",0
"How One Airport Is About To Start Treating People With Dignity"0
"The 3 Ridiculous Reasons Why Drugs Were Prohibited In The First Place"0
"Watch A Clever Senator Smack Down Deniers With His Extraordinary Commentary"0
"Bryans Rescue U.S.; Swiss, Germans and French Advance'",1
"A Before And After That Has Me In Disbelief: This Is Drinking Water?"0
"Conservative Groups Outpaced in Fund-Raising Stakes",1
"When Girls Are Constantly Shamed For Their Looks, Is It Any Wonder There's Only 1 Photog They Trust?",0
"Syria Hits Areas Held by Rebels in Aleppo",1
"Newly Wary, Shoppers Trust Cash'",1
"Twitter Reports Earnings; Debt Ceiling Looms Again",1
"I Respect These Female Heroes So Much More With Tiny Waists And Sparkly Dresses! LOL J/K."0
"Do You Think These People Were Created Equal After Seeing These Photos?"0
"Major Volcanic Eruption Kills at Least 14 in Indonesia",1
"Gov. Cuomos Cleanup Campaign",1
"Super Bowl Security Breach Comes After Game, in an Interrupted News Conference '",1
"Pretty Much The Next Jimi Hendrix  Is That Too Subtle For How Talented I Think This Kid Is?"0
"The Revolving Door: An Annotated Case Study",1
"Why Does Sarah Silverman Say Vaginas Really Really Scare People?"0
"A Single Dad Gets Creative To Deal With The Lonely Moments After A Weekend With His Kids"0
"A Hard Climate for Penguins and Butterflies",1
"Aid for Students With a Dream",1
